,song_number,song_name,song_root_note,song_mode
1356,1356,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_046_PIANO046_MID--AUDIO-split_07-06-17_Piano-e_2-02_wav--1.midi,e-,Aeolian
1357,1357,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_046_PIANO046_MID--AUDIO-split_07-06-17_Piano-e_2-02_wav--2.midi,G,Ionian
1358,1358,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_046_PIANO046_MID--AUDIO-split_07-06-17_Piano-e_2-02_wav--3.midi,g#,Aeolian
1359,1359,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_046_PIANO046_MID--AUDIO-split_07-06-17_Piano-e_2-02_wav--4.midi,g,Phrygian
1360,1360,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--1.midi,D,Ionian
1361,1361,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--2.midi,B-,Ionian
1362,1362,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--3.midi,e-,Aeolian
1363,1363,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--4.midi,E-,Lydian
1364,1364,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_048_PIANO048_MID--AUDIO-split_07-06-17_Piano-e_2-05_wav--1.midi,f,Aeolian
1365,1365,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_048_PIANO048_MID--AUDIO-split_07-06-17_Piano-e_2-05_wav--2.midi,C,Ionian
1366,1366,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_048_PIANO048_MID--AUDIO-split_07-06-17_Piano-e_2-05_wav--4.midi,E,Ionian
1367,1367,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--1.midi,C#,Ionian
1368,1368,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--2.midi,G,Ionian
1369,1369,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--3.midi,c#,Aeolian
1370,1370,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--4.midi,a,Todi
1371,1371,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--5.midi,F#,Mixolydian
1372,1372,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_050_PIANO050_MID--AUDIO-split_07-06-17_Piano-e_3-01_wav--1.midi,f#,Aeolian
1373,1373,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_050_PIANO050_MID--AUDIO-split_07-06-17_Piano-e_3-01_wav--2.midi,d,Harmonic_minor
1374,1374,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_050_PIANO050_MID--AUDIO-split_07-06-17_Piano-e_3-01_wav--3.midi,d,Harmonic_minor
1375,1375,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_050_PIANO050_MID--AUDIO-split_07-06-17_Piano-e_3-01_wav--4.midi,F,Lydian
1376,1376,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--1.midi,E,Ionian
1377,1377,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--2.midi,e,Aeolian
1378,1378,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--3.midi,a,Aeolian
1379,1379,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--4.midi,b-,Dorian
1380,1380,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--5.midi,e,Phrygian
1381,1381,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--1.midi,b-,Dorian
1382,1382,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--2.midi,a,Aeolian
1383,1383,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--3.midi,B-,Ionian
1384,1384,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--5.midi,B,Ionian
1385,1385,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_053_PIANO053_MID--AUDIO-split_07-06-17_Piano-e_3-04_wav--1.midi,D,Ionian
1386,1386,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_053_PIANO053_MID--AUDIO-split_07-06-17_Piano-e_3-04_wav--2.midi,A-,Ionian
1387,1387,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_053_PIANO053_MID--AUDIO-split_07-06-17_Piano-e_3-04_wav--3.midi,d,Melodic_minor_ascend
1388,1388,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_053_PIANO053_MID--AUDIO-split_07-06-17_Piano-e_3-04_wav--4.midi,E,Ionian
1389,1389,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--1.midi,a,Aeolian
1390,1390,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--2.midi,E-,Ionian
1391,1391,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--3.midi,g#,Aeolian
1392,1392,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--4.midi,a,Harmonic_minor
1393,1393,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_055_PIANO055_MID--AUDIO-split_07-07-17_Piano-e_1-04_wav--1.midi,g#,Aeolian
1394,1394,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_055_PIANO055_MID--AUDIO-split_07-07-17_Piano-e_1-04_wav--2.midi,d,Melodic_minor_ascend
1395,1395,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_055_PIANO055_MID--AUDIO-split_07-07-17_Piano-e_1-04_wav--3.midi,b-,Harmonic_minor
1396,1396,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_056_PIANO056_MID--AUDIO-split_07-07-17_Piano-e_1-05_wav--1.midi,g#,Aeolian
1397,1397,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_056_PIANO056_MID--AUDIO-split_07-07-17_Piano-e_1-05_wav--2.midi,A-,Ionian
1398,1398,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_056_PIANO056_MID--AUDIO-split_07-07-17_Piano-e_1-05_wav--3.midi,C,Ionian
1399,1399,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_056_PIANO056_MID--AUDIO-split_07-07-17_Piano-e_1-05_wav--4.midi,C#,Ionian
1400,1400,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_057_PIANO057_MID--AUDIO-split_07-07-17_Piano-e_1-07_wav--1.midi,G,Ionian
1401,1401,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_057_PIANO057_MID--AUDIO-split_07-07-17_Piano-e_1-07_wav--2.midi,d,Melodic_minor_ascend
1402,1402,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_057_PIANO057_MID--AUDIO-split_07-07-17_Piano-e_1-07_wav--3.midi,c#,Harmonic_minor
1403,1403,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_057_PIANO057_MID--AUDIO-split_07-07-17_Piano-e_1-07_wav--4.midi,A-,Ionian
1404,1404,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_057_PIANO057_MID--AUDIO-split_07-07-17_Piano-e_1-07_wav--5.midi,C#,Ionian
1405,1405,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--1.midi,e-,Aeolian
1406,1406,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--2.midi,F#,Ionian
1407,1407,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--3.midi,B-,Ionian
1408,1408,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--4.midi,C#,Ionian
1409,1409,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--5.midi,e,Harmonic_minor
1410,1410,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_059_PIANO059_MID--AUDIO-split_07-07-17_Piano-e_2-03_wav--1.midi,C#,Ionian
1411,1411,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_059_PIANO059_MID--AUDIO-split_07-07-17_Piano-e_2-03_wav--2.midi,C,Ionian
1412,1412,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_059_PIANO059_MID--AUDIO-split_07-07-17_Piano-e_2-03_wav--3.midi,C,Ionian
1413,1413,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_059_PIANO059_MID--AUDIO-split_07-07-17_Piano-e_2-03_wav--4.midi,f#,Aeolian
1414,1414,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--1.midi,G,Ionian
1415,1415,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--2.midi,e,Harmonic_minor
1416,1416,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--3.midi,F#,Ionian
1417,1417,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--4.midi,E-,Ionian
1418,1418,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--5.midi,D,Bhairav
1419,1419,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_061_PIANO061_MID--AUDIO-split_07-07-17_Piano-e_2-05_wav--1.midi,E-,Ionian
1420,1420,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_061_PIANO061_MID--AUDIO-split_07-07-17_Piano-e_2-05_wav--2.midi,E-,Ionian
1421,1421,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_061_PIANO061_MID--AUDIO-split_07-07-17_Piano-e_2-05_wav--3.midi,A-,Ionian
1422,1422,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--1.midi,C,Ionian
1423,1423,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--2.midi,a,Aeolian
1424,1424,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--3.midi,F#,Ionian
1425,1425,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--4.midi,C#,Ionian
1426,1426,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--1.midi,d,Aeolian
1427,1427,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--2.midi,C,Ionian
1428,1428,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--3.midi,f,Phrygian
1429,1429,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--1.midi,F,Ionian
1430,1430,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--2.midi,E-,Ionian
1431,1431,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--3.midi,b,Phrygian
1432,1432,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--4.midi,g#,Aeolian
1433,1433,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_067_PIANO067_MID--AUDIO-split_07-07-17_Piano-e_3-03_wav--1.midi,a,Aeolian
1434,1434,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_067_PIANO067_MID--AUDIO-split_07-07-17_Piano-e_3-03_wav--2.midi,D,Ionian
1435,1435,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_067_PIANO067_MID--AUDIO-split_07-07-17_Piano-e_3-03_wav--3.midi,c#,Aeolian
1436,1436,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_067_PIANO067_MID--AUDIO-split_07-07-17_Piano-e_3-03_wav--4.midi,C#,Ionian
1437,1437,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_070_PIANO070_MID--AUDIO-split_07-08-17_Piano-e_1-02_wav--1.midi,e-,Harmonic_minor
1438,1438,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_070_PIANO070_MID--AUDIO-split_07-08-17_Piano-e_1-02_wav--2.midi,a,Dorian
1439,1439,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_070_PIANO070_MID--AUDIO-split_07-08-17_Piano-e_1-02_wav--3.midi,d,Aeolian
1440,1440,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--1.midi,c,Melodic_minor_ascend
1441,1441,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--2.midi,A,Ionian
1442,1442,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--3.midi,c,Aeolian
1443,1443,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--4.midi,A,Lydian
1444,1444,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--1.midi,d,Aeolian
1445,1445,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--2.midi,A-,Ionian
1446,1446,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--3.midi,B,Ionian
1447,1447,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--4.midi,D,Bhairav
1448,1448,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_073_PIANO073_MID--AUDIO-split_07-08-17_Piano-e_2-02_wav--1.midi,c,Melodic_minor_ascend
1449,1449,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_073_PIANO073_MID--AUDIO-split_07-08-17_Piano-e_2-02_wav--2.midi,F#,Ionian
1450,1450,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_073_PIANO073_MID--AUDIO-split_07-08-17_Piano-e_2-02_wav--4.midi,g,Aeolian
1451,1451,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_074_PIANO074_MID--AUDIO-split_07-08-17_Piano-e_2-04_wav--1.midi,d,Aeolian
1452,1452,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_074_PIANO074_MID--AUDIO-split_07-08-17_Piano-e_2-04_wav--2.midi,B-,Harmonic_minor
1453,1453,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_074_PIANO074_MID--AUDIO-split_07-08-17_Piano-e_2-04_wav--3.midi,a,Phrygian
1454,1454,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_075_PIANO075_MID--AUDIO-split_07-08-17_Piano-e_2-06_wav--1.midi,f,Aeolian
1455,1455,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_075_PIANO075_MID--AUDIO-split_07-08-17_Piano-e_2-06_wav--2.midi,c,Melodic_minor_ascend
1456,1456,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_075_PIANO075_MID--AUDIO-split_07-08-17_Piano-e_2-06_wav--3.midi,E,Lydian
1457,1457,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_078_PIANO078_MID--AUDIO-split_07-09-17_Piano-e_1-02_wav--1.midi,c,Melodic_minor_ascend
1458,1458,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_078_PIANO078_MID--AUDIO-split_07-09-17_Piano-e_1-02_wav--2.midi,A,Ionian
1459,1459,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_078_PIANO078_MID--AUDIO-split_07-09-17_Piano-e_1-02_wav--3.midi,a,Dorian
1460,1460,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--1.midi,d,Aeolian
1461,1461,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--2.midi,c,Aeolian
1462,1462,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--3.midi,c,Melodic_minor_ascend
1463,1463,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--4.midi,c#,Dorian
1464,1464,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--1.midi,B-,Harmonic_minor
1465,1465,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--2.midi,c,Melodic_minor_ascend
1466,1466,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--3.midi,c#,Todi
1467,1467,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_081_PIANO081_MID--AUDIO-split_07-09-17_Piano-e_2_-02_wav--1.midi,d,Aeolian
1468,1468,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_081_PIANO081_MID--AUDIO-split_07-09-17_Piano-e_2_-02_wav--3.midi,f,Aeolian
1469,1469,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_081_PIANO081_MID--AUDIO-split_07-09-17_Piano-e_2_-02_wav--4.midi,b-,Dorian
1470,1470,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_082_PIANO082_MID--AUDIO-split_07-09-17_Piano-e_2_-04_wav--1.midi,c,Melodic_minor_ascend
1471,1471,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_082_PIANO082_MID--AUDIO-split_07-09-17_Piano-e_2_-04_wav--2.midi,c,Aeolian
1472,1472,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_082_PIANO082_MID--AUDIO-split_07-09-17_Piano-e_2_-04_wav--3.midi,F#,Ionian
1473,1473,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--1.midi,f,Dorian
1474,1474,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--2.midi,G,Ionian
1475,1475,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--3.midi,F,Ionian
1476,1476,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--4.midi,d,Aeolian
1477,1477,after mid-term\dataset\dataset\2017\MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--5.midi,C#,Ionian
1478,1478,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Chamber2_MID--AUDIO_09_R3_2018_wav--1.midi,D,Ionian
1479,1479,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Chamber3_MID--AUDIO_10_R3_2018_wav--1.midi,D,Ionian
1480,1480,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Chamber3_MID--AUDIO_10_R3_2018_wav--2.midi,e,Harmonic_minor
1481,1481,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Chamber4_MID--AUDIO_11_R3_2018_wav--1.midi,D,Ionian
1482,1482,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Chamber5_MID--AUDIO_18_R3_2018_wav--1.midi,B,Ionian
1483,1483,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Chamber6_MID--AUDIO_20_R3_2018_wav--1.midi,F,Ionian
1484,1484,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Chamber6_MID--AUDIO_20_R3_2018_wav--2.midi,F#,Ionian
1485,1485,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--1.midi,G,Ionian
1486,1486,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--2.midi,b,Aeolian
1487,1487,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--3.midi,a,Lydian
1488,1488,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--4.midi,c#,Dorian
1489,1489,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--1.midi,b,Ionian
1490,1490,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--2.midi,f#,Aeolian
1491,1491,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--3.midi,A-,Ionian
1492,1492,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--4.midi,A,Lydian
1493,1493,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital1-3_MID--AUDIO_03_R1_2018_wav--1.midi,d,Ionian
1494,1494,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital1-3_MID--AUDIO_03_R1_2018_wav--2.midi,c,Aeolian
1495,1495,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital1-3_MID--AUDIO_03_R1_2018_wav--4.midi,b,Aeolian
1496,1496,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital1-3_MID--AUDIO_03_R1_2018_wav--5.midi,e,Harmonic_minor
1497,1497,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--1.midi,A,Mixolydian
1498,1498,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--2.midi,e-,Phrygian
1499,1499,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--3.midi,F#,Ionian
1500,1500,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital13-15_MID--AUDIO_13_R1_2018_wav--1.midi,E-,Ionian
1501,1501,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital13-15_MID--AUDIO_13_R1_2018_wav--2.midi,c#,Aeolian
1502,1502,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital13-15_MID--AUDIO_13_R1_2018_wav--3.midi,B,Ionian
1503,1503,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--1.midi,d,Aeolian
1504,1504,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--2.midi,E,Ionian
1505,1505,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--3.midi,G,Ionian
1506,1506,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--4.midi,e-,Phrygian
1507,1507,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--1.midi,b,Lydian
1508,1508,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--2.midi,g,Aeolian
1509,1509,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--3.midi,C,Ionian
1510,1510,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--4.midi,A-,Ionian
1511,1511,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital16_MID--AUDIO_16_R1_2018_wav--2.midi,e,Aeolian
1512,1512,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital16_MID--AUDIO_16_R1_2018_wav--3.midi,d,Lydian
1513,1513,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018_wav--1.midi,D,Ionian
1514,1514,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018_wav--2.midi,e-,Aeolian
1515,1515,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018_wav--3.midi,F,Ionian
1516,1516,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018_wav--4.midi,c,Aeolian
1517,1517,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--1.midi,C,Ionian
1518,1518,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--2.midi,E,Lydian
1519,1519,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--3.midi,D,Ionian
1520,1520,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--1.midi,d,Aeolian
1521,1521,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--2.midi,A-,Ionian
1522,1522,after mid-term\dataset\dataset\2018\MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--3.midi,b-,Phrygian
